"C_Code","Year","Life_ex_value"
"JOR","1964","  56.60 "
"JOR","1965","  57.40 "
"JOR","1966","  57.90 "
"JOR","1967","  59.00 "
"JOR","1968","  59.80 "
"JOR","1969","  60.40 "
"JOR","1970","  59.90 "
"JOR","1971","  61.60 "
"JOR","1972","  62.30 "
"JOR","1973","  62.90 "
"JOR","1974","  63.40 "
"JOR","1975","  64.00 "
"JOR","1976","  64.50 "
"JOR","1977","  65.00 "
"JOR","1978","  65.40 "
"JOR","1979","  65.90 "
"JOR","1980","  66.30 "
"JOR","1981","  66.70 "
"JOR","1982","  67.20 "
"JOR","1983","  67.60 "
"JOR","1984","  67.90 "
"JOR","1985","  68.30 "
"JOR","1986","  68.60 "
"JOR","1987","  68.90 "
"JOR","1988","  69.30 "
"JOR","1989","  69.60 "
"JOR","1990","  69.90 "
"JOR","1991","  70.10 "
"JOR","1992","  70.30 "
"JOR","1993","  70.50 "
"JOR","1994","  70.70 "
"JOR","1995","  70.90 "
"JOR","1996","  71.10 "
"JOR","1997","  71.30 "
"JOR","1998","  71.50 "
"JOR","1999","  71.70 "
"JOR","2000","  71.90 "
"JOR","2001","  72.10 "
"JOR","2002","  72.40 "
"JOR","2003","  72.60 "
"JOR","2004","  72.80 "
"JOR","2005","  72.90 "
"JOR","2006","  73.10 "
"JOR","2007","  73.40 "
"JOR","2008","  73.60 "
"JOR","2009","  73.80 "
"JOR","2010","  74.00 "
"JOR","2011","  74.20 "
"JOR","2012","  74.40 "
"JOR","2013","  74.60 "
"JOR","2014","  74.80 "
"JOR","2015","  75.00 "
"JOR","2016","  75.20 "
"JOR","2017","  75.50 "
"JOR","2018","  75.80 "
"JOR","2019","  76.00 "
"JOR","2020","  75.20 "
"JOR","2021","  74.30 "
"KAZ","1868","  23.58 "
"KAZ","1873","  23.80 "
"KAZ","1897","  28.60 "
"KAZ","1900","  28.10 "
"KAZ","1910","  30.60 "
"KAZ","1926","  36.87 "
"KAZ","1939","  44.47 "
"KAZ","1950","  56.10 "
"KAZ","1951","  56.20 "
"KAZ","1952","  56.40 "
"KAZ","1953","  56.60 "
"KAZ","1954","  56.90 "
"KAZ","1955","  57.10 "
"KAZ","1956","  57.30 "
"KAZ","1957","  57.60 "
"KAZ","1958","  57.90 "
"KAZ","1959","  58.20 "
"KAZ","1960","  58.40 "
"KAZ","1961","  58.50 "
"KAZ","1962","  58.70 "
"KAZ","1963","  59.00 "
"KAZ","1964","  59.20 "
"KAZ","1965","  59.50 "
"KAZ","1966","  59.80 "
"KAZ","1967","  59.90 "
"KAZ","1968","  60.10 "
"KAZ","1969","  60.30 "
"KAZ","1970","  60.50 "
"KAZ","1971","  60.70 "
"KAZ","1972","  61.10 "
"KAZ","1973","  61.40 "
"KAZ","1974","  61.60 "
"KAZ","1975","  61.90 "
"KAZ","1976","  61.80 "
"KAZ","1977","  62.00 "
"KAZ","1978","  62.20 "
"KAZ","1979","  62.40 "
"KAZ","1980","  62.60 "
"KAZ","1981","  63.10 "
"KAZ","1982","  63.40 "
"KAZ","1983","  63.70 "
"KAZ","1984","  63.90 "
"KAZ","1985","  64.20 "
"KAZ","1986","  64.50 "
"KAZ","1987","  65.00 "
"KAZ","1988","  65.20 "
"KAZ","1989","  65.10 "
"KAZ","1990","  64.90 "
"KAZ","1991","  64.50 "
"KAZ","1992","  64.20 "
"KAZ","1993","  64.20 "
"KAZ","1994","  64.00 "
"KAZ","1995","  63.70 "
"KAZ","1996","  63.60 "
"KAZ","1997","  63.70 "
"KAZ","1998","  63.80 "
"KAZ","1999","  64.00 "
"KAZ","2000","  64.20 "
"KAZ","2001","  64.40 "
"KAZ","2002","  64.30 "
"KAZ","2003","  64.60 "
"KAZ","2004","  64.90 "
"KAZ","2005","  65.10 "
"KAZ","2006","  65.60 "
"KAZ","2007","  65.90 "
"KAZ","2008","  66.70 "
"KAZ","2009","  67.30 "
"KAZ","2010","  68.10 "
"KAZ","2011","  68.70 "
"KAZ","2012","  69.10 "
"KAZ","2013","  69.80 "
"KAZ","2014","  70.30 "
"KAZ","2015","  70.70 "
"KAZ","2016","  70.90 "
"KAZ","2017","  71.40 "
"KAZ","2018","  71.50 "
"KAZ","2019","  71.60 "
"KAZ","2020","  70.00 "
"KAZ","2021","  69.40 "
"KEN","1927","  23.92 "
"KEN","1937","  26.37 "
"KEN","1945","  28.82 "
"KEN","1950","  38.90 "
"KEN","1951","  39.10 "
"KEN","1952","  38.90 "
"KEN","1953","  40.30 "
"KEN","1954","  41.70 "
"KEN","1955","  43.00 "
"KEN","1956","  44.10 "
"KEN","1957","  45.80 "
"KEN","1958","  46.90 "
"KEN","1959","  47.80 "
"KEN","1960","  48.70 "
"KEN","1961","  49.50 "
"KEN","1962","  50.20 "
"KEN","1963","  50.80 "
"KEN","1964","  51.30 "
"KEN","1965","  51.70 "
"KEN","1966","  52.10 "
"KEN","1967","  52.50 "
"KEN","1968","  52.80 "
"KEN","1969","  53.20 "
"KEN","1970","  53.60 "
"KEN","1971","  54.30 "
"KEN","1972","  55.00 "
"KEN","1973","  55.70 "
"KEN","1974","  55.60 "
"KEN","1975","  55.80 "
"KEN","1976","  55.90 "
"KEN","1977","  56.50 "
"KEN","1978","  56.90 "
"KEN","1979","  57.70 "
"KEN","1980","  58.50 "
"KEN","1981","  61.20 "
"KEN","1982","  61.00 "
"KEN","1983","  61.00 "
"KEN","1984","  60.80 "
"KEN","1985","  60.60 "
"KEN","1986","  60.20 "
"KEN","1987","  60.00 "
"KEN","1988","  59.50 "
"KEN","1989","  59.00 "
"KEN","1990","  58.60 "
"KEN","1991","  58.00 "
"KEN","1992","  57.30 "
"KEN","1993","  56.60 "
"KEN","1994","  56.30 "
"KEN","1995","  55.60 "
"KEN","1996","  55.20 "
"KEN","1997","  54.80 "
"KEN","1998","  54.50 "
"KEN","1999","  54.50 "
"KEN","2000","  54.40 "
"KEN","2001","  54.50 "
"KEN","2002","  55.00 "
"KEN","2003","  55.60 "
"KEN","2004","  56.40 "
"KEN","2005","  57.30 "
"KEN","2006","  58.20 "
"KEN","2007","  58.90 "
"KEN","2008","  59.60 "
"KEN","2009","  60.40 "
"KEN","2010","  60.60 "
"KEN","2011","  61.00 "
"KEN","2012","  61.10 "
"KEN","2013","  61.40 "
"KEN","2014","  61.80 "
"KEN","2015","  61.90 "
"KEN","2016","  62.20 "
"KEN","2017","  62.50 "
"KEN","2018","  62.70 "
"KEN","2019","  62.90 "
"KEN","2020","  62.70 "
"KEN","2021","  61.40 "
"KIR","1950","  45.70 "
"KIR","1951","  45.80 "
"KIR","1952","  45.80 "
"KIR","1953","  45.90 "
"KIR","1954","  46.00 "
"KIR","1955","  46.20 "
"KIR","1956","  46.40 "
"KIR","1957","  46.70 "
"KIR","1958","  47.00 "
"KIR","1959","  47.40 "
"KIR","1960","  47.90 "
"KIR","1961","  48.40 "
"KIR","1962","  49.00 "
"KIR","1963","  49.60 "
"KIR","1964","  50.30 "
"KIR","1965","  51.00 "
"KIR","1966","  51.80 "
"KIR","1967","  52.50 "
"KIR","1968","  53.20 "
"KIR","1969","  53.90 "
"KIR","1970","  54.50 "
"KIR","1971","  55.10 "
"KIR","1972","  55.50 "
"KIR","1973","  56.00 "
"KIR","1974","  56.30 "
"KIR","1975","  56.50 "
"KIR","1976","  56.60 "
"KIR","1977","  56.00 "
"KIR","1978","  56.90 "
"KIR","1979","  57.10 "
"KIR","1980","  57.30 "
"KIR","1981","  57.50 "
"KIR","1982","  57.70 "
"KIR","1983","  58.00 "
"KIR","1984","  58.30 "
"KIR","1985","  58.60 "
"KIR","1986","  59.00 "
"KIR","1987","  59.40 "
"KIR","1988","  59.90 "
"KIR","1989","  60.40 "
"KIR","1990","  60.90 "
"KIR","1991","  61.40 "
"KIR","1992","  61.90 "
"KIR","1993","  62.30 "
"KIR","1994","  62.70 "
"KIR","1995","  63.00 "
"KIR","1996","  63.30 "
"KIR","1997","  63.60 "
"KIR","1998","  63.90 "
"KIR","1999","  64.10 "
"KIR","2000","  64.40 "
"KIR","2001","  64.70 "
"KIR","2002","  64.80 "
"KIR","2003","  65.00 "
"KIR","2004","  65.00 "
"KIR","2005","  65.00 "
"KIR","2006","  64.90 "
"KIR","2007","  64.80 "
"KIR","2008","  64.80 "
"KIR","2009","  64.90 "
"KIR","2010","  65.00 "
"KIR","2011","  65.20 "
"KIR","2012","  65.40 "
"KIR","2013","  65.60 "
"KIR","2014","  65.80 "
"KIR","2015","  66.10 "
"KIR","2016","  66.30 "
"KIR","2017","  66.60 "
"KIR","2018","  66.90 "
"KIR","2019","  67.10 "
"KIR","2020","  67.30 "
"KIR","2021","  67.40 "
"OWID_KOS","1950","  57.90 "
"OWID_KOS","1951","  58.50 "
"OWID_KOS","1952","  59.00 "
"OWID_KOS","1953","  59.40 "
"OWID_KOS","1954","  59.70 "
"OWID_KOS","1955","  60.00 "
"OWID_KOS","1956","  60.30 "
"OWID_KOS","1957","  60.60 "
"OWID_KOS","1958","  60.90 "
"OWID_KOS","1959","  61.20 "
"OWID_KOS","1960","  61.50 "
"OWID_KOS","1961","  61.80 "
"OWID_KOS","1962","  62.10 "
"OWID_KOS","1963","  62.40 "
"OWID_KOS","1964","  62.70 "
"OWID_KOS","1965","  63.00 "
"OWID_KOS","1966","  63.30 "
"OWID_KOS","1967","  63.70 "
"OWID_KOS","1968","  63.90 "
"OWID_KOS","1969","  64.30 "
"OWID_KOS","1970","  64.60 "
"OWID_KOS","1971","  64.90 "
"OWID_KOS","1972","  65.20 "
"OWID_KOS","1973","  65.50 "
"OWID_KOS","1974","  65.80 "
"OWID_KOS","1975","  66.10 "
"OWID_KOS","1976","  66.40 "
"OWID_KOS","1977","  66.70 "
"OWID_KOS","1978","  67.00 "
"OWID_KOS","1979","  67.40 "
"OWID_KOS","1980","  67.70 "
"OWID_KOS","1981","  68.00 "
"OWID_KOS","1982","  68.30 "
"OWID_KOS","1983","  68.60 "
"OWID_KOS","1984","  69.00 "
"OWID_KOS","1985","  69.30 "
"OWID_KOS","1986","  69.60 "
"OWID_KOS","1987","  69.90 "
"OWID_KOS","1988","  70.30 "
"OWID_KOS","1989","  70.60 "
"OWID_KOS","1990","  70.90 "
"OWID_KOS","1991","  71.20 "
"OWID_KOS","1992","  71.50 "
"OWID_KOS","1993","  71.80 "
"OWID_KOS","1994","  72.10 "
"OWID_KOS","1995","  72.40 "
"OWID_KOS","1996","  72.80 "
"OWID_KOS","1997","  73.10 "
"OWID_KOS","1998","  71.30 "
"OWID_KOS","1999","  69.40 "
"OWID_KOS","2000","  74.10 "
"OWID_KOS","2001","  74.40 "
"OWID_KOS","2002","  74.70 "
"OWID_KOS","2003","  75.00 "
"OWID_KOS","2004","  75.30 "
"OWID_KOS","2005","  75.60 "
"OWID_KOS","2006","  75.60 "
"OWID_KOS","2007","  76.50 "
"OWID_KOS","2008","  77.40 "
"OWID_KOS","2009","  77.70 "
"OWID_KOS","2010","  77.60 "
"OWID_KOS","2011","  77.70 "
"OWID_KOS","2012","  78.30 "
"OWID_KOS","2013","  78.60 "
"OWID_KOS","2014","  78.90 "
"OWID_KOS","2015","  78.90 "
"OWID_KOS","2016","  79.00 "
"OWID_KOS","2017","  78.80 "
"OWID_KOS","2018","  78.70 "
"OWID_KOS","2019","  79.00 "
"OWID_KOS","2020","  76.60 "
"OWID_KOS","2021","  76.80 "
"KWT","1908","  26.00 "
"KWT","1950","  48.50 "
"KWT","1951","  48.80 "
"KWT","1952","  49.70 "
"KWT","1953","  50.50 "
"KWT","1954","  51.20 "
"KWT","1955","  52.20 "
"KWT","1956","  53.00 "
"KWT","1957","  53.90 "
"KWT","1958","  54.70 "
"KWT","1959","  55.70 "
"KWT","1960","  56.90 "
"KWT","1961","  58.00 "
"KWT","1962","  59.10 "
"KWT","1963","  60.20 "
"KWT","1964","  61.20 "
"KWT","1965","  62.20 "
"KWT","1966","  63.10 "
"KWT","1967","  64.00 "
"KWT","1968","  64.70 "
"KWT","1969","  65.70 "
"KWT","1970","  66.50 "
"KWT","1971","  67.10 "
"KWT","1972","  67.40 "
"KWT","1973","  67.60 "
"KWT","1974","  67.90 "
"KWT","1975","  67.90 "
"KWT","1976","  68.20 "
"KWT","1977","  68.60 "
"KWT","1978","  69.00 "
"KWT","1979","  69.70 "
"KWT","1980","  70.30 "
"KWT","1981","  71.10 "
"KWT","1982","  71.50 "
"KWT","1983","  72.00 "
"KWT","1984","  72.60 "
"KWT","1985","  73.10 "
"KWT","1986","  73.60 "
"KWT","1987","  74.10 "
"KWT","1988","  74.50 "
"KWT","1989","  74.80 "
"KWT","1990","  73.30 "
"KWT","1991","  74.20 "
"KWT","1992","  75.70 "
"KWT","1993","  75.80 "
"KWT","1994","  75.80 "
"KWT","1995","  75.50 "
"KWT","1996","  75.60 "
"KWT","1997","  75.90 "
"KWT","1998","  76.20 "
"KWT","1999","  76.40 "
"KWT","2000","  76.70 "
"KWT","2001","  76.90 "
"KWT","2002","  77.00 "
"KWT","2003","  77.00 "
"KWT","2004","  76.80 "
"KWT","2005","  76.90 "
"KWT","2006","  76.90 "
"KWT","2007","  77.00 "
"KWT","2008","  77.10 "
"KWT","2009","  77.40 "
"KWT","2010","  78.00 "
"KWT","2011","  78.50 "
"KWT","2012","  78.80 "
"KWT","2013","  79.20 "
"KWT","2014","  79.40 "
"KWT","2015","  79.60 "
"KWT","2016","  79.70 "
"KWT","2017","  79.80 "
"KWT","2018","  79.70 "
"KWT","2019","  79.70 "
"KWT","2020","  76.90 "
"KWT","2021","  78.70 "
"KGZ","1950","  52.50 "
"KGZ","1951","  52.60 "
"KGZ","1952","  52.90 "
"KGZ","1953","  53.10 "
"KGZ","1954","  53.40 "
"KGZ","1955","  53.70 "
"KGZ","1956","  54.00 "
"KGZ","1957","  54.30 "
"KGZ","1958","  54.50 "
"KGZ","1959","  54.90 "
"KGZ","1960","  55.20 "
"KGZ","1961","  55.40 "
"KGZ","1962","  55.80 "
"KGZ","1963","  56.10 "
"KGZ","1964","  56.30 "
"KGZ","1965","  56.60 "
"KGZ","1966","  57.00 "
"KGZ","1967","  57.20 "
"KGZ","1968","  57.50 "
"KGZ","1969","  57.80 "
"KGZ","1970","  58.20 "
"KGZ","1971","  58.50 "
"KGZ","1972","  58.80 "
"KGZ","1973","  59.20 "
"KGZ","1974","  59.50 "
"KGZ","1975","  59.70 "
"KGZ","1976","  59.90 "
"KGZ","1977","  60.20 "
"KGZ","1978","  60.60 "
"KGZ","1979","  61.00 "
"KGZ","1980","  61.30 "
"KGZ","1981","  61.50 "
"KGZ","1982","  61.80 "
"KGZ","1983","  62.30 "
"KGZ","1984","  62.60 "
"KGZ","1985","  63.20 "
"KGZ","1986","  63.50 "
"KGZ","1987","  63.80 "
"KGZ","1988","  64.10 "
"KGZ","1989","  64.40 "
"KGZ","1990","  64.30 "
"KGZ","1991","  64.30 "
"KGZ","1992","  64.10 "
"KGZ","1993","  63.80 "
"KGZ","1994","  63.70 "
"KGZ","1995","  63.90 "
"KGZ","1996","  64.30 "
"KGZ","1997","  64.60 "
"KGZ","1998","  65.10 "
"KGZ","1999","  65.60 "
"KGZ","2000","  65.40 "
"KGZ","2001","  65.80 "
"KGZ","2002","  65.90 "
"KGZ","2003","  66.20 "
"KGZ","2004","  66.30 "
"KGZ","2005","  66.40 "
"KGZ","2006","  66.80 "
"KGZ","2007","  67.00 "
"KGZ","2008","  67.20 "
"KGZ","2009","  67.80 "
"KGZ","2010","  68.30 "
"KGZ","2011","  68.60 "
"KGZ","2012","  69.00 "
"KGZ","2013","  69.20 "
"KGZ","2014","  69.90 "
"KGZ","2015","  70.00 "
"KGZ","2016","  70.30 "
"KGZ","2017","  70.60 "
"KGZ","2018","  70.70 "
"KGZ","2019","  71.20 "
"KGZ","2020","  69.60 "
"KGZ","2021","  70.00 "
"LAO","1950","  38.70 "
"LAO","1951","  38.70 "
"LAO","1952","  39.00 "
"LAO","1953","  39.40 "
"LAO","1954","  39.70 "
"LAO","1955","  40.00 "
"LAO","1956","  40.30 "
"LAO","1957","  40.50 "
"LAO","1958","  40.80 "
"LAO","1959","  40.40 "
"LAO","1960","  40.80 "
"LAO","1961","  41.10 "
"LAO","1962","  42.00 "
"LAO","1963","  41.30 "
"LAO","1964","  41.60 "
"LAO","1965","  42.10 "
"LAO","1966","  42.10 "
"LAO","1967","  42.60 "
"LAO","1968","  43.00 "
"LAO","1969","  43.20 "
"LAO","1970","  43.60 "
"LAO","1971","  44.00 "
"LAO","1972","  44.20 "
"LAO","1973","  44.50 "
"LAO","1974","  45.50 "
"LAO","1975","  45.90 "
"LAO","1976","  45.60 "
"LAO","1977","  46.00 "
"LAO","1978","  46.20 "
"LAO","1979","  47.00 "
"LAO","1980","  48.10 "
"LAO","1981","  48.70 "
"LAO","1982","  49.40 "
"LAO","1983","  50.00 "
"LAO","1984","  50.50 "
"LAO","1985","  51.10 "
"LAO","1986","  51.70 "
"LAO","1987","  52.20 "
"LAO","1988","  52.70 "
"LAO","1989","  53.30 "
"LAO","1990","  53.70 "
"LAO","1991","  54.50 "
"LAO","1992","  55.00 "
"LAO","1993","  55.40 "
"LAO","1994","  55.70 "
"LAO","1995","  56.40 "
"LAO","1996","  56.90 "
"LAO","1997","  57.30 "
"LAO","1998","  57.70 "
"LAO","1999","  57.90 "
"LAO","2000","  58.40 "
"LAO","2001","  59.10 "
"LAO","2002","  59.50 "
"LAO","2003","  60.00 "
"LAO","2004","  60.30 "
"LAO","2005","  61.00 "
"LAO","2006","  61.50 "
"LAO","2007","  62.10 "
"LAO","2008","  62.60 "
"LAO","2009","  63.30 "
"LAO","2010","  64.00 "
"LAO","2011","  64.70 "
"LAO","2012","  65.40 "
"LAO","2013","  65.70 "
"LAO","2014","  66.40 "
"LAO","2015","  66.70 "
"LAO","2016","  67.20 "
"LAO","2017","  67.40 "
"LAO","2018","  67.60 "
"LAO","2019","  68.10 "
"LAO","2020","  68.50 "
"LAO","2021","  68.10 "
"LVA","1896","  44.95 "
"LVA","1924","  53.70 "
"LVA","1935","  58.08 "
"LVA","1950","  68.60 "
"LVA","1951","  68.80 "
"LVA","1952","  68.90 "
"LVA","1953","  68.90 "
"LVA","1954","  69.20 "
"LVA","1955","  69.30 "
"LVA","1956","  69.40 "
"LVA","1957","  69.70 "
"LVA","1958","  69.60 "
"LVA","1959","  69.90 "
"LVA","1960","  70.70 "
"LVA","1961","  70.70 "
"LVA","1962","  69.70 "
"LVA","1963","  70.50 "
"LVA","1964","  71.60 "
"LVA","1965","  70.90 "
"LVA","1966","  70.90 "
"LVA","1967","  70.60 "
"LVA","1968","  70.40 "
"LVA","1969","  70.00 "
"LVA","1970","  70.00 "
"LVA","1971","  70.30 "
"LVA","1972","  70.10 "
"LVA","1973","  69.80 "
"LVA","1974","  70.00 "
"LVA","1975","  69.20 "
"LVA","1976","  69.20 "
"LVA","1977","  69.20 "
"LVA","1978","  69.10 "
"LVA","1979","  68.80 "
"LVA","1980","  68.90 "
"LVA","1981","  69.00 "
"LVA","1982","  69.70 "
"LVA","1983","  69.30 "
"LVA","1984","  69.10 "
"LVA","1985","  69.00 "
"LVA","1986","  70.30 "
"LVA","1987","  70.20 "
"LVA","1988","  70.20 "
"LVA","1989","  70.20 "
"LVA","1990","  69.20 "
"LVA","1991","  69.20 "
"LVA","1992","  68.70 "
"LVA","1993","  67.20 "
"LVA","1994","  66.20 "
"LVA","1995","  67.00 "
"LVA","1996","  68.90 "
"LVA","1997","  69.30 "
"LVA","1998","  69.20 "
"LVA","1999","  69.90 "
"LVA","2000","  70.30 "
"LVA","2001","  70.10 "
"LVA","2002","  70.40 "
"LVA","2003","  70.60 "
"LVA","2004","  70.90 "
"LVA","2005","  70.80 "
"LVA","2006","  70.90 "
"LVA","2007","  71.10 "
"LVA","2008","  72.00 "
"LVA","2009","  72.80 "
"LVA","2010","  73.00 "
"LVA","2011","  73.70 "
"LVA","2012","  73.70 "
"LVA","2013","  74.20 "
"LVA","2014","  74.40 "
"LVA","2015","  74.70 "
"LVA","2016","  74.80 "
"LVA","2017","  74.80 "
"LVA","2018","  75.00 "
"LVA","2019","  75.50 "
"LVA","2020","  75.50 "
"LVA","2021","  73.60 "
"LBN","1950","  61.00 "
"LBN","1951","  61.40 "
"LBN","1952","  61.70 "
"LBN","1953","  62.20 "
"LBN","1954","  62.60 "
"LBN","1955","  62.40 "
"LBN","1956","  63.40 "
"LBN","1957","  63.90 "
"LBN","1958","  62.10 "
"LBN","1959","  64.60 "
"LBN","1960","  64.80 "
"LBN","1961","  65.30 "
"LBN","1962","  65.40 "
"LBN","1963","  65.70 "
"LBN","1964","  66.00 "
"LBN","1965","  66.10 "
"LBN","1966","  66.20 "
"LBN","1967","  66.50 "
"LBN","1968","  66.60 "
"LBN","1969","  66.70 "
"LBN","1970","  66.80 "
"LBN","1971","  66.80 "
"LBN","1972","  66.90 "
"LBN","1973","  67.20 "
"LBN","1974","  67.30 "
"LBN","1975","  58.10 "
"LBN","1976","  33.70 "
"LBN","1977","  59.30 "
"LBN","1978","  59.40 "
"LBN","1979","  59.50 "
"LBN","1980","  59.70 "
"LBN","1981","  59.90 "
"LBN","1982","  45.10 "
"LBN","1983","  60.00 "
"LBN","1984","  60.30 "
"LBN","1985","  60.50 "
"LBN","1986","  61.00 "
"LBN","1987","  61.40 "
"LBN","1988","  61.70 "
"LBN","1989","  64.20 "
"LBN","1990","  64.50 "
"LBN","1991","  71.20 "
"LBN","1992","  71.20 "
"LBN","1993","  71.40 "
"LBN","1994","  71.70 "
"LBN","1995","  72.00 "
"LBN","1996","  72.30 "
"LBN","1997","  72.80 "
"LBN","1998","  72.90 "
"LBN","1999","  73.50 "
"LBN","2000","  73.90 "
"LBN","2001","  74.40 "
"LBN","2002","  75.10 "
"LBN","2003","  75.60 "
"LBN","2004","  76.00 "
"LBN","2005","  76.30 "
"LBN","2006","  76.10 "
"LBN","2007","  77.10 "
"LBN","2008","  77.60 "
"LBN","2009","  77.90 "
"LBN","2010","  78.20 "
"LBN","2011","  78.40 "
"LBN","2012","  78.60 "
"LBN","2013","  78.80 "
"LBN","2014","  79.00 "
"LBN","2015","  79.20 "
"LBN","2016","  79.50 "
"LBN","2017","  79.70 "
"LBN","2018","  79.70 "
"LBN","2019","  79.20 "
"LBN","2020","  77.80 "
"LBN","2021","  75.00 "
"LSO","1950","  44.80 "
"LSO","1951","  45.20 "
"LSO","1952","  45.80 "
"LSO","1953","  46.60 "
"LSO","1954","  47.40 "
"LSO","1955","  48.10 "
"LSO","1956","  48.80 "
"LSO","1957","  49.40 "
"LSO","1958","  49.90 "
"LSO","1959","  50.10 "
"LSO","1960","  50.40 "
"LSO","1961","  50.40 "
"LSO","1962","  50.40 "
"LSO","1963","  50.30 "
"LSO","1964","  50.20 "
"LSO","1965","  50.10 "
"LSO","1966","  50.10 "
"LSO","1967","  50.20 "
"LSO","1968","  50.40 "
"LSO","1969","  50.70 "
"LSO","1970","  51.00 "
"LSO","1971","  51.30 "
"LSO","1972","  51.70 "
"LSO","1973","  52.10 "
"LSO","1974","  52.40 "
"LSO","1975","  53.00 "
"LSO","1976","  53.50 "
"LSO","1977","  54.00 "
"LSO","1978","  54.70 "
"LSO","1979","  55.30 "
"LSO","1980","  56.10 "
"LSO","1981","  56.90 "
"LSO","1982","  57.60 "
"LSO","1983","  58.10 "
"LSO","1984","  58.60 "
"LSO","1985","  59.10 "
"LSO","1986","  59.50 "
"LSO","1987","  59.50 "
"LSO","1988","  59.60 "
"LSO","1989","  59.50 "
"LSO","1990","  59.40 "
"LSO","1991","  59.20 "
"LSO","1992","  58.60 "
"LSO","1993","  58.00 "
"LSO","1994","  58.00 "
"LSO","1995","  56.70 "
"LSO","1996","  55.20 "
"LSO","1997","  53.60 "
"LSO","1998","  51.80 "
"LSO","1999","  50.10 "
"LSO","2000","  48.40 "
"LSO","2001","  46.80 "
"LSO","2002","  45.60 "
"LSO","2003","  44.50 "
"LSO","2004","  43.70 "
"LSO","2005","  43.20 "
"LSO","2006","  42.90 "
"LSO","2007","  43.10 "
"LSO","2008","  43.60 "
"LSO","2009","  44.00 "
"LSO","2010","  45.60 "
"LSO","2011","  46.70 "
"LSO","2012","  47.80 "
"LSO","2013","  49.00 "
"LSO","2014","  50.00 "
"LSO","2015","  51.10 "
"LSO","2016","  52.30 "
"LSO","2017","  53.10 "
"LSO","2018","  53.70 "
"LSO","2019","  54.20 "
"LSO","2020","  54.70 "
"LSO","2021","  53.10 "
"LBR","1950","  38.50 "
"LBR","1951","  38.60 "
"LBR","1952","  38.70 "
"LBR","1953","  38.80 "
"LBR","1954","  39.00 "
"LBR","1955","  38.80 "
"LBR","1956","  38.80 "
"LBR","1957","  38.70 "
"LBR","1958","  38.50 "
"LBR","1959","  38.40 "
"LBR","1960","  38.30 "
"LBR","1961","  38.30 "
"LBR","1962","  38.40 "
"LBR","1963","  38.50 "
"LBR","1964","  38.60 "
"LBR","1965","  38.80 "
"LBR","1966","  39.10 "
"LBR","1967","  39.40 "
"LBR","1968","  39.80 "
"LBR","1969","  40.20 "
"LBR","1970","  40.60 "
"LBR","1971","  40.90 "
"LBR","1972","  41.50 "
"LBR","1973","  41.90 "
"LBR","1974","  42.40 "
"LBR","1975","  42.80 "
"LBR","1976","  43.20 "
"LBR","1977","  43.60 "
"LBR","1978","  44.00 "
"LBR","1979","  44.30 "
"LBR","1980","  44.60 "
"LBR","1981","  45.00 "
"LBR","1982","  45.20 "
"LBR","1983","  45.40 "
"LBR","1984","  45.40 "
"LBR","1985","  44.70 "
"LBR","1986","  45.00 "
"LBR","1987","  44.50 "
"LBR","1988","  44.00 "
"LBR","1989","  43.50 "
"LBR","1990","  36.70 "
"LBR","1991","  42.80 "
"LBR","1992","  42.70 "
"LBR","1993","  42.20 "
"LBR","1994","  41.80 "
"LBR","1995","  43.90 "
"LBR","1996","  44.40 "
"LBR","1997","  47.80 "
"LBR","1998","  48.90 "
"LBR","1999","  50.00 "
"LBR","2000","  51.40 "
"LBR","2001","  52.80 "
"LBR","2002","  53.80 "
"LBR","2003","  53.00 "
"LBR","2004","  56.00 "
"LBR","2005","  56.90 "
"LBR","2006","  57.60 "
"LBR","2007","  58.30 "
"LBR","2008","  58.80 "
"LBR","2009","  59.20 "
"LBR","2010","  59.40 "
"LBR","2011","  59.60 "
"LBR","2012","  59.90 "
"LBR","2013","  59.90 "
"LBR","2014","  59.10 "
"LBR","2015","  59.10 "
"LBR","2016","  60.40 "
"LBR","2017","  60.60 "
"LBR","2018","  60.90 "
"LBR","2019","  61.10 "
"LBR","2020","  60.90 "
"LBR","2021","  60.70 "
"LBY","1950","  33.60 "
"LBY","1951","  33.50 "
"LBY","1952","  33.30 "
"LBY","1953","  33.50 "
"LBY","1954","  33.80 "
"LBY","1955","  34.30 "
"LBY","1956","  35.10 "
"LBY","1957","  36.10 "
"LBY","1958","  37.30 "
"LBY","1959","  38.70 "
"LBY","1960","  40.30 "
"LBY","1961","  42.10 "
"LBY","1962","  43.80 "
"LBY","1963","  45.30 "
"LBY","1964","  47.10 "
"LBY","1965","  48.70 "
"LBY","1966","  50.10 "
"LBY","1967","  51.40 "
"LBY","1968","  52.70 "
"LBY","1969","  54.00 "
"LBY","1970","  55.20 "
"LBY","1971","  56.30 "
"LBY","1972","  57.50 "
"LBY","1973","  58.30 "
"LBY","1974","  59.60 "
"LBY","1975","  60.80 "
"LBY","1976","  62.10 "
"LBY","1977","  62.80 "
"LBY","1978","  63.60 "
"LBY","1979","  64.30 "
"LBY","1980","  64.90 "
"LBY","1981","  65.40 "
"LBY","1982","  65.80 "
"LBY","1983","  66.40 "
"LBY","1984","  66.90 "
"LBY","1985","  67.30 "
"LBY","1986","  67.80 "
"LBY","1987","  68.20 "
